,Defect,Charge,Formation Energy (eV),Concentration (cm^-3),Charge State Population,Total Concentration (cm^-3),Fermi Level,Electrons (cm^-3),Holes (cm^-3),Annealing Temperature,Quenched Temperature
5,Cd_i_Td_Cd2.83,2,2.579,17721553.71010748,0.0%,2567356767749998.0,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
6,Cd_i_Td_Cd2.83,1,2.114,2338979933988406.0,91.1%,2567356767749998.0,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,228376816040038.28,8.9%,2567356767749998.0,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
8,Cd_i_Td_Te2.83,2,2.096,6.570701056992895e+16,82.4%,7.977175693568578e+16,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
9,Cd_i_Td_Te2.83,1,2.154,1.406471352944028e+16,17.6%,7.977175693568578e+16,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,32836316544.11702,0.0%,7.977175693568578e+16,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
11,Te_Cd,2,6.27,2.916189086596374e-34,0.0%,695752.7485268587,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
12,Te_Cd,1,4.995,6.214776242119212e-12,0.0%,695752.7485268587,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
13,Te_Cd,0,3.962,694809.2951290258,99.9%,695752.7485268587,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
14,Te_Cd,-1,4.179,942.0361882191148,0.1%,695752.7485268587,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
15,Te_Cd,-2,4.329,1.4172096138932488,0.0%,695752.7485268587,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
16,Te_i_Td_Te2.83,2,5.434,5.9717132669805165e-30,0.0%,9982478940.80891,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
17,Te_i_Td_Te2.83,1,4.159,1.5520477979119248e-08,0.0%,9982478940.80891,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
18,Te_i_Td_Te2.83,0,3.099,9982478940.80891,100.0%,9982478940.80891,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
19,Te_i_Td_Te2.83,-1,4.403,2.4787087283437186e-12,0.0%,9982478940.80891,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
20,Te_i_Td_Te2.83,-2,6.229,2.5898405828062556e-43,0.0%,9982478940.80891,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
21,v_Cd,0,3.15,5.958406359992607e-16,0.0%,1637463950122.0889,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
22,v_Cd,-1,2.383,0.006114928162604694,0.0%,1637463950122.0889,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
23,v_Cd,-2,1.47,1637463950122.0828,100.0%,1637463950122.0889,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
24,v_Te,2,2.264,26810881.499367718,0.0%,1.7017264872716958e+16,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
25,v_Te,1,2.643,22.803731034982558,0.0%,1.7017264872716958e+16,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
26,v_Te,0,1.787,1.7017264838770748e+16,100.0%,1.7017264872716958e+16,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
27,v_Te,-1,2.381,7124760.294310341,0.0%,1.7017264872716958e+16,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
28,v_Te,-2,2.531,10545.134554261418,0.0%,1.7017264872716958e+16,1.309717849821517,1.4781749767998717e+17,0.07068135714017215,1180.0,300.0
0,Cd_Te,2,2.755,18541539.639415104,0.0%,518107477272521.9,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
1,Cd_Te,1,2.505,3591824354421.988,0.7%,518107477272521.9,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
2,Cd_Te,0,2.376,514515634299760.7,99.3%,518107477272521.9,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
3,Cd_Te,-1,2.915,76799.57074403948,0.0%,518107477272521.9,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
4,Cd_Te,-2,3.485,0.0002399675477555332,0.0%,518107477272521.9,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
5,Cd_i_Td_Cd2.83,2,2.586,19495453.592207626,0.0%,3243133930391246.0,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
6,Cd_i_Td_Cd2.83,1,2.117,2919664406092737.5,90.0%,3243133930391246.0,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,323469504803055.0,10.0%,3243133930391246.0,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
8,Cd_i_Td_Te2.83,2,2.102,7.341413765769696e+16,80.5%,9.124510583099317e+16,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
9,Cd_i_Td_Te2.83,1,2.157,1.7830920937394788e+16,19.5%,9.124510583099317e+16,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,47235901422.3893,0.0%,9.124510583099317e+16,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
11,Te_Cd,2,6.277,4.343235745692149e-34,0.0%,1334387.2358552043,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
12,Te_Cd,1,4.998,1.0502631066326209e-11,0.0%,1334387.2358552043,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
13,Te_Cd,0,3.962,1332334.0384693,99.8%,1334387.2358552043,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
14,Te_Cd,-1,4.176,2049.6984871612904,0.2%,1334387.2358552043,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
15,Te_Cd,-2,4.322,3.4988987431884233,0.0%,1334387.2358552043,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
16,Te_i_Td_Te2.83,2,5.44,7.70911542022843e-30,0.0%,16591810724.942139,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
17,Te_i_Td_Te2.83,1,4.162,2.2734509231709006e-08,0.0%,16591810724.942139,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
18,Te_i_Td_Te2.83,0,3.099,16591810724.942139,100.0%,16591810724.942139,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
19,Te_i_Td_Te2.83,-1,4.4,4.674721780564273e-12,0.0%,16591810724.942139,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
20,Te_i_Td_Te2.83,-2,6.223,5.542148967634095e-43,0.0%,16591810724.942139,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
21,v_Cd,0,3.15,7.295479571926445e-16,0.0%,2581340264081.253,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
22,v_Cd,-1,2.38,0.008495520203638347,0.0%,2581340264081.253,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
23,v_Cd,-2,1.464,2581340264081.244,100.0%,2581340264081.253,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
24,v_Te,2,2.271,24849784.267194428,0.0%,2.0307247837318464e+16,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
25,v_Te,1,2.647,23.982382760447436,0.0%,2.0307247837318464e+16,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
26,v_Te,0,1.787,2.030724780280514e+16,100.0%,2.0307247837318464e+16,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
27,v_Te,-1,2.377,9647314.987252673,0.0%,2.0307247837318464e+16,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
28,v_Te,-2,2.525,16201.798149132706,0.0%,2.0307247837318464e+16,1.3129843561116732,1.675772899175942e+17,0.0622916721598461,1200.0,300.0
0,Cd_Te,2,2.761,19217953.259625353,0.0%,684107081971575.4,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
1,Cd_Te,1,2.508,4203587604762.24,0.6%,684107081971575.4,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
2,Cd_Te,0,2.376,679903475034268.8,99.4%,684107081971575.4,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
3,Cd_Te,-1,2.912,114591.16918603088,0.0%,684107081971575.4,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
4,Cd_Te,-2,3.479,0.00040428585293775184,0.0%,684107081971575.4,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
5,Cd_i_Td_Cd2.83,2,2.592,21368206.62838558,0.0%,4065378583543338.0,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
6,Cd_i_Td_Cd2.83,1,2.12,3613360883980779.5,88.9%,4065378583543338.0,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,452017678194351.7,11.1%,4065378583543338.0,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
8,Cd_i_Td_Te2.83,2,2.109,8.153254967669067e+16,78.5%,1.0389246056244946e+17,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
9,Cd_i_Td_Te2.83,1,2.16,2.235984400350867e+16,21.5%,1.0389246056244946e+17,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,66882250112.92833,0.0%,1.0389246056244946e+17,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
11,Te_Cd,2,6.283,6.395831164387108e-34,0.0%,2505758.7748848526,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
12,Te_Cd,1,5.001,1.746326204430687e-11,0.0%,2505758.7748848526,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
13,Te_Cd,0,3.962,2501405.25165154,99.8%,2505758.7748848526,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
14,Te_Cd,-1,4.172,4345.148140003289,0.2%,2505758.7748848526,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
15,Te_Cd,-2,4.316,8.37509330942423,0.0%,2505758.7748848526,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
16,Te_i_Td_Te2.83,2,5.447,9.884212058269636e-30,0.0%,27121807999.312675,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
17,Te_i_Td_Te2.83,1,4.165,3.2912946432845934e-08,0.0%,27121807999.312675,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
18,Te_i_Td_Te2.83,0,3.099,27121807999.312675,100.0%,27121807999.312675,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
19,Te_i_Td_Te2.83,-1,4.397,8.62828127079345e-12,0.0%,27121807999.312675,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
20,Te_i_Td_Te2.83,-2,6.216,1.1550223646405345e-42,0.0%,27121807999.312675,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
21,v_Cd,0,3.15,8.891536842943255e-16,0.0%,4011027027135.788,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
22,v_Cd,-1,2.376,0.011691133957978241,0.0%,4011027027135.788,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
23,v_Cd,-2,1.457,4011027027135.776,100.0%,4011027027135.788,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
24,v_Te,2,2.277,23162169.62193921,0.0%,2.413209520982315e+16,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
25,v_Te,1,2.65,25.240189898620002,0.0%,2.413209520982315e+16,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
26,v_Te,0,1.787,2.4132095173691644e+16,100.0%,2.413209520982315e+16,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
27,v_Te,-1,2.374,12944762.675855348,0.0%,2.413209520982315e+16,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
28,v_Te,-2,2.518,24546.779663362046,0.0%,2.413209520982315e+16,1.3161239986376028,1.8903448588880435e+17,0.055167882675843154,1220.0,300.0
0,Cd_Te,2,2.768,19940491.435478073,0.0%,896040465370210.8,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
1,Cd_Te,1,2.511,4902113890543.144,0.5%,896040465370210.8,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
2,Cd_Te,0,2.376,891138331370371.9,99.5%,896040465370210.8,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
3,Cd_Te,-1,2.909,168804.3306425727,0.0%,896040465370210.8,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
4,Cd_Te,-2,3.473,0.0006693535139883493,0.0%,896040465370210.8,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
5,Cd_i_Td_Cd2.83,2,2.598,23336940.699282087,0.0%,5058879136405716.0,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
6,Cd_i_Td_Cd2.83,1,2.123,4435287296097220.5,87.7%,5058879136405716.0,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,623591816971555.0,12.3%,5058879136405716.0,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
8,Cd_i_Td_Te2.83,2,2.115,9.003049972453406e+16,76.4%,1.1778052838600682e+17,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
9,Cd_i_Td_Te2.83,1,2.163,2.774993537070827e+16,23.6%,1.1778052838600682e+17,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,93290764480.52887,0.0%,1.1778052838600682e+17,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
11,Te_Cd,2,6.289,9.316958202709925e-34,0.0%,4611893.283381953,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
12,Te_Cd,1,5.004,2.859151030079936e-11,0.0%,4611893.283381953,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
13,Te_Cd,0,3.962,4602887.422172374,99.8%,4611893.283381953,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
14,Te_Cd,-1,4.169,8986.393937917865,0.2%,4611893.283381953,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
15,Te_Cd,-2,4.31,19.467271661168322,0.0%,4611893.283381953,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
16,Te_i_Td_Te2.83,2,5.453,1.2589750733641326e-29,0.0%,43637800629.79729,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
17,Te_i_Td_Te2.83,1,4.168,4.7116867564549416e-08,0.0%,43637800629.79729,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
18,Te_i_Td_Te2.83,0,3.099,43637800629.79729,100.0%,43637800629.79729,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
19,Te_i_Td_Te2.83,-1,4.393,1.5602819354281817e-11,0.0%,43637800629.79729,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
20,Te_i_Td_Te2.83,-2,6.21,2.3474899922654908e-42,0.0%,43637800629.79729,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
21,v_Cd,0,3.15,1.0788417499221811e-15,0.0%,6147600540927.202,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
22,v_Cd,-1,2.373,0.015943076090339913,0.0%,6147600540927.202,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
23,v_Cd,-2,1.451,6147600540927.186,100.0%,6147600540927.202,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
24,v_Te,2,2.283,21705434.85947707,0.0%,2.8566262510145656e+16,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
25,v_Te,1,2.653,26.58376206529752,0.0%,2.8566262510145656e+16,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
26,v_Te,0,1.787,2.856626247118135e+16,100.0%,2.8566262510145656e+16,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
27,v_Te,-1,2.371,17222137.613146823,0.0%,2.8566262510145656e+16,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
28,v_Te,-2,2.512,36704.731919228696,0.0%,2.8566262510145656e+16,1.3191440464139952,2.1223882914113152e+17,0.0490853335529354,1240.0,300.0
0,Cd_Te,2,2.773,20708903.0580355,0.0%,1164608223082927.2,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
1,Cd_Te,1,2.514,5697004114275.091,0.5%,1164608223082927.2,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
2,Cd_Te,0,2.376,1158911198014091.2,99.5%,1164608223082927.2,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
3,Cd_Te,-1,2.906,245657.776712017,0.0%,1164608223082927.2,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
4,Cd_Te,-2,3.467,0.0010900448788701421,0.0%,1164608223082927.2,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
5,Cd_i_Td_Cd2.83,2,2.604,25397812.70592565,0.0%,6251359654829298.0,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
6,Cd_i_Td_Cd2.83,1,2.126,5401520746051727.0,86.4%,6251359654829298.0,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,849838883379757.5,13.6%,6251359654829298.0,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
8,Cd_i_Td_Te2.83,2,2.121,9.887273613801051e+16,74.4%,1.3297572161646517e+17,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
9,Cd_i_Td_Te2.83,1,2.166,3.410285718357001e+16,25.6%,1.3297572161646517e+17,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,128294884653.52022,0.0%,1.3297572161646517e+17,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
11,Te_Cd,2,6.295,1.3431842617603224e-33,0.0%,8327711.505740084,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
12,Te_Cd,1,5.007,4.612543155900396e-11,0.0%,8327711.505740084,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
13,Te_Cd,0,3.962,8309513.48644415,99.8%,8327711.505740084,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
14,Te_Cd,-1,4.167,18154.011042785623,0.2%,8327711.505740084,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
15,Te_Cd,-2,4.304,44.0082531477526,0.0%,8327711.505740084,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
16,Te_i_Td_Te2.83,2,5.458,1.59339917023656e-29,0.0%,69159860027.10742,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
17,Te_i_Td_Te2.83,1,4.171,6.673071271789588e-08,0.0%,69159860027.10742,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
18,Te_i_Td_Te2.83,0,3.099,69159860027.10742,100.0%,69159860027.10742,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
19,Te_i_Td_Te2.83,-1,4.391,2.7671724843625596e-11,0.0%,69159860027.10742,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
20,Te_i_Td_Te2.83,-2,6.205,4.658850753705899e-42,0.0%,69159860027.10742,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
21,v_Cd,0,3.15,1.3033097045251319e-15,0.0%,9299922322105.79,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
22,v_Cd,-1,2.37,0.02155281005236929,0.0%,9299922322105.79,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
23,v_Cd,-2,1.446,9299922322105.768,100.0%,9299922322105.79,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
24,v_Te,2,2.289,20444562.608371183,0.0%,3.3693532990023316e+16,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
25,v_Te,1,2.656,28.01997039272323,0.0%,3.3693532990023316e+16,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
26,v_Te,0,1.787,3.369353294679333e+16,100.0%,3.3693532990023316e+16,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
27,v_Te,-1,2.368,22731185.323447384,0.0%,3.3693532990023316e+16,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
28,v_Te,-2,2.506,54212.44348257544,0.0%,3.3693532990023316e+16,1.3220514302250386,2.3723694747561354e+17,0.043864163146342124,1260.0,300.0
0,Cd_Te,2,2.779,21522733.33096962,0.0%,1502525629677452.2,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
1,Cd_Te,1,2.517,6598524458317.927,0.4%,1502525629677452.2,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
2,Cd_Te,0,2.376,1495927083343013.8,99.6%,1502525629677452.2,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
3,Cd_Te,-1,2.903,353387.1478468451,0.0%,1502525629677452.2,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
4,Cd_Te,-2,3.462,0.0017475297614342185,0.0%,1502525629677452.2,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
5,Cd_i_Td_Cd2.83,2,2.609,27546016.147127334,0.0%,7673649240696942.0,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
6,Cd_i_Td_Cd2.83,1,2.129,6528877168317871.0,85.1%,7673649240696942.0,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,1144772044833054.2,14.9%,7673649240696942.0,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
8,Cd_i_Td_Te2.83,2,2.126,1.0802129577534843e+17,72.2%,1.4954397659743104e+17,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
9,Cd_i_Td_Te2.83,1,2.169,4.152250673678008e+16,27.8%,1.4954397659743104e+17,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,174085302549.75946,0.0%,1.4954397659743104e+17,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
11,Te_Cd,2,6.3,1.9171552944960302e-33,0.0%,14766453.471151832,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
12,Te_Cd,1,5.01,7.337060654995212e-11,0.0%,14766453.471151832,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
13,Te_Cd,0,3.962,14730491.299686316,99.8%,14766453.471151832,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
14,Te_Cd,-1,4.164,35865.277729625515,0.2%,14766453.471151832,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
15,Te_Cd,-2,4.299,96.89373588847397,0.0%,14766453.471151832,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
16,Te_i_Td_Te2.83,2,5.464,2.0042418321442832e-29,0.0%,108043732119.01813,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
17,Te_i_Td_Te2.83,1,4.174,9.354299422094801e-08,0.0%,108043732119.01813,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
18,Te_i_Td_Te2.83,0,3.099,108043732119.01813,100.0%,108043732119.01813,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
19,Te_i_Td_Te2.83,-1,4.388,4.81772127276963e-11,0.0%,108043732119.01813,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
20,Te_i_Td_Te2.83,-2,6.199,9.039495772320661e-42,0.0%,108043732119.01813,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
21,v_Cd,0,3.15,1.5678025744474022e-15,0.0%,13894502505352.318,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
22,v_Cd,-1,2.368,0.028893996357040375,0.0%,13894502505352.318,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
23,v_Cd,-2,1.44,13894502505352.29,100.0%,13894502505352.318,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
24,v_Te,2,2.294,19350627.86711938,0.0%,3.960807407153361e+16,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
25,v_Te,1,2.659,29.555946890767963,0.0%,3.960807407153361e+16,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
26,v_Te,0,1.787,3.960807402232418e+16,100.0%,3.960807407153361e+16,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
27,v_Te,-1,2.366,29779624.97723287,0.0%,3.960807407153361e+16,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
28,v_Te,-2,2.501,79150.94274704655,0.0%,3.960807407153361e+16,1.324852742087624,2.6407278508175264e+17,0.03935952785463726,1280.0,300.0
0,Cd_Te,2,2.784,22381329.06841879,0.0%,1924806969760967.5,1.327554234003205,2.92788016700711e+17,0.03545412841428006,1300.0,300.0
1,Cd_Te,1,2.519,7617603179827.954,0.4%,1924806969760967.5,1.327554234003205,2.92788016700711e+17,0.03545412841428006,1300.0,300.0
2,Cd_Te,0,2.376,1917189343697018.2,99.6%,1924806969760967.5,1.327554234003205,2.92788016700711e+17,0.03545412841428006,1300.0,300.0
3,Cd_Te,-1,2.9,502792.04629955464,0.0%,1924806969760967.5,1.327554234003205,2.92788016700711e+17,0.03545412841428006,1300.0,300.0
